NA;"T_xacc_mean";"T_xacc_mean";NA;NA;NA;NA;NA;NA;NA;"T_xacc_mean";NA;NA;NA;NA;NA;NA;NA;"T_xacc_mean";"T_xacc_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_xacc_mean";"T_xacc_mean";"T_xacc_mean";"T_xacc_mean";"T_xacc_mean";"T_xacc_mean";"T_xacc_mean";"T_xacc_mean";"T_xacc_mean";NA;NA;"T_xacc_mean";"T_xacc_mean";"T_xacc_mean";"T_xacc_mean";"T_xacc_mean";"T_xacc_mean";"T_xacc_mean";"T_xacc_mean";"T_xacc_mean";"T_xacc_mean";"T_xacc_mean";"T_xacc_mean";"T_xacc_mean";NA;NA;"T_xacc_mean";"T_xacc_mean";"T_xacc_mean";"T_xacc_mean";"T_xacc_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_xacc_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_xacc_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_xacc_mean";NA;NA;NA;NA;NA;NA;NA;"T_xacc_mean";NA;NA;NA;NA;NA;NA;"T_xacc_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_xacc_mean";NA;NA;NA;"T_xacc_mean";NA
NA;NA;"T_yacc_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_yacc_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_yacc_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_yacc_mean";"T_yacc_mean";"T_yacc_mean";"T_yacc_mean";"T_yacc_mean";"T_yacc_mean";"T_yacc_mean";"T_yacc_mean";"T_yacc_mean";"T_yacc_mean";"T_yacc_mean";"T_yacc_mean";"T_yacc_mean";"T_yacc_mean";"T_yacc_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;"T_zacc_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_zacc_mean";NA;NA;NA;NA;NA;NA;NA;NA;"T_zacc_mean";NA;NA;NA;NA;NA;NA;"T_zacc_mean";"T_zacc_mean";"T_zacc_mean";"T_zacc_mean";"T_zacc_mean";"T_zacc_mean";"T_zacc_mean";"T_zacc_mean";"T_zacc_mean";"T_zacc_mean";"T_zacc_mean";"T_zacc_mean";"T_zacc_mean";"T_zacc_mean";"T_zacc_mean";"T_zacc_mean";"T_zacc_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_zacc_mean";NA;NA;NA;NA;NA;NA;"T_zacc_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_zacc_mean";NA;NA;NA;NA;NA;NA;"T_zacc_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_zacc_mean";NA;NA;NA;NA;NA;"T_zacc_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_zacc_mean";NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_xgyro_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_xgyro_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;"T_ygyro_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_ygyro_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_ygyro_mean";NA;NA;NA;NA;NA;"T_ygyro_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_ygyro_mean";"T_ygyro_mean";"T_ygyro_mean";NA;NA;NA;NA;NA;NA;"T_ygyro_mean";NA;NA;NA;NA;NA;NA;NA;NA;"T_ygyro_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;"T_xmag_mean";"T_xmag_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";NA;"T_xmag_mean";"T_xmag_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";NA;NA;"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";NA;NA;"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";NA;NA;NA;"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";NA;NA;"T_xmag_mean";"T_xmag_mean";NA;NA;"T_xmag_mean";NA;NA;"T_xmag_mean";NA;"T_xmag_mean";"T_xmag_mean";NA;NA;NA;"T_xmag_mean";NA;NA;NA;NA;"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";NA;NA;"T_xmag_mean";"T_xmag_mean";NA;NA;"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";"T_xmag_mean";NA;NA;"T_xmag_mean";"T_xmag_mean";NA;NA;"T_xmag_mean";NA;NA;NA;NA;NA;"T_xmag_mean";NA;"T_xmag_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_xmag_mean";NA;NA;NA;"T_xmag_mean";NA;NA;NA;NA;NA
NA;NA;"T_ymag_mean";"T_ymag_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_ymag_mean";NA;NA;NA;NA;"T_ymag_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_ymag_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";NA;"T_ymag_mean";NA;"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";"T_ymag_mean";NA;"T_ymag_mean";NA;NA;NA;NA;NA;NA;NA;"T_ymag_mean";"T_ymag_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_ymag_mean";NA;NA;NA;NA;NA;NA;NA;NA;"T_ymag_mean";"T_ymag_mean";NA;NA;NA;NA;NA;NA;NA;"T_ymag_mean";"T_ymag_mean";NA;NA;NA;NA;NA;NA;"T_ymag_mean";"T_ymag_mean";NA;NA;NA;NA;NA;"T_ymag_mean";"T_ymag_mean";NA;NA;NA;NA;NA;"T_ymag_mean";NA;NA;NA;NA;"T_ymag_mean";NA;NA;NA;"T_ymag_mean";"T_ymag_mean";NA;NA;"T_ymag_mean";NA;NA;NA;NA;NA
NA;"T_zmag_mean";NA;NA;NA;NA;NA;NA;"T_zmag_mean";NA;NA;NA;NA;NA;"T_zmag_mean";"T_zmag_mean";NA;NA;"T_zmag_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_zmag_mean";"T_zmag_mean";NA;NA;NA;"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";NA;"T_zmag_mean";NA;NA;"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";NA;"T_zmag_mean";"T_zmag_mean";NA;NA;NA;NA;NA;"T_zmag_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;"T_zmag_mean";NA;"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";NA;"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";NA;NA;NA;NA;NA;"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";NA;NA;"T_zmag_mean";NA;NA;NA;NA;"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";NA;NA;"T_zmag_mean";NA;NA;NA;"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";NA;NA;"T_zmag_mean";NA;NA;"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";NA;NA;"T_zmag_mean";NA;NA;NA;NA;NA;"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";NA;"T_zmag_mean";"T_zmag_mean";NA;NA;NA;"T_zmag_mean";"T_zmag_mean";NA;"T_zmag_mean";NA;NA;NA;"T_zmag_mean";"T_zmag_mean";NA;"T_zmag_mean";NA;NA;"T_zmag_mean";"T_zmag_mean";NA;"T_zmag_mean";NA;"T_zmag_mean";"T_zmag_mean";"T_zmag_mean";NA;NA;NA;"T_zmag_mean";NA;"T_zmag_mean";"T_zmag_mean";NA;NA;"T_zmag_mean";"T_zmag_mean";NA
"RA_xacc_mean";NA;NA;"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";NA;NA;NA;NA;NA;NA;NA;"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";NA;NA;NA;NA;NA;NA;NA;"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";NA;"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";NA;"RA_xacc_mean";NA;NA;NA;NA;"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";NA;NA;"RA_xacc_mean";NA;NA;NA;NA;NA;NA;NA;NA;"RA_xacc_mean";NA;NA;NA;NA;NA;NA;NA;"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";NA;"RA_xacc_mean";NA;NA;NA;NA;NA;"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";NA;"RA_xacc_mean";NA;NA;NA;NA;"RA_xacc_mean";NA;"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";NA;NA;NA;NA;NA;NA;NA;"RA_xacc_mean";NA;"RA_xacc_mean";"RA_xacc_mean";NA;NA;NA;NA;"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";NA;NA;NA;"RA_xacc_mean";NA;"RA_xacc_mean";NA;"RA_xacc_mean";"RA_xacc_mean";NA;NA;NA;NA;"RA_xacc_mean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";NA;NA;"RA_xacc_mean";"RA_xacc_mean";NA;"RA_xacc_mean";NA;NA;"RA_xacc_mean";"RA_xacc_mean";NA;NA;"RA_xacc_mean";NA;NA;"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";"RA_xacc_mean";NA
